SeqId	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism	Units
9190-7_3	SL008837	CD63 antigen	CD63	P08962	967	CD63	Human	RFU
9191-8_3	SL002602	Trefoil factor 2	Trefoil factor 2	Q03403	7032	TFF2	Human	RFU
9196-8_3	SL005166	Galectin-7	Galectin-7	P47929	3963	LGALS7	Human	RFU
9197-4_3	SL008486	Galectin-9	LEG9	O00182	3965	LGALS9	Human	RFU
9199-6_3	SL018946	Ubiquitin-conjugating enzyme E2 G2	UB2G2	P60604	7327	UBE2G2	Human	RFU
9201-13_3	SL004811	Transgelin-2	Transgelin-2	P37802	8407	TAGLN2	Human	RFU
9202-309_3	SL008113	ATP synthase subunit O, mitochondrial	ATPO	P48047	539	ATP5O	Human	RFU
9204-33_3	SL009210	Pro-opiomelanocortin	Corticotropin-lipotropin	P01189	5443	POMC	Human	RFU
9207-60_3	SL018887	Quinone oxidoreductase-like protein 1	QORL1	O95825	9946	CRYZL1	Human	RFU
9211-19_3	SL003066	Pigment epithelium-derived factor	PEDF	P36955	5176	SERPINF1	Human	RFU
9212-22_3	SL008381	Cathepsin F	CATF	Q9UBX1	8722	CTSF	Human	RFU
9213-24_3	SL018900	Formimidoyltransferase-cyclodeaminase	FTCD	O95954	10841	FTCD	Human	RFU
9215-117_3	SL018947	Ubiquitin carboxyl-terminal hydrolase 25	UBP25	Q9UHP3	29761	USP25	Human	RFU
9216-100_3	SL009948	Plexin-B2	PLXB2	O15031	23654	PLXNB2	Human	RFU
